date,product_id,product_name,demand,promotion
2025-02-03,P06,Power Bank 10000mAh,34,0
2025-02-04,P06,Power Bank 10000mAh,59,1
2025-02-05,P06,Power Bank 10000mAh,50,1
2025-02-06,P06,Power Bank 10000mAh,51,1
2025-02-07,P06,Power Bank 10000mAh,69,1
2025-02-08,P06,Power Bank 10000mAh,92,1
2025-02-09,P06,Power Bank 10000mAh,65,1
2025-02-10,P06,Power Bank 10000mAh,45,1
2025-02-11,P06,Power Bank 10000mAh,38,0
2025-02-12,P06,Power Bank 10000mAh,29,0
2025-02-13,P06,Power Bank 10000mAh,43,0
2025-02-14,P06,Power Bank 10000mAh,50,0
2025-02-15,P06,Power Bank 10000mAh,54,0
2025-02-16,P06,Power Bank 10000mAh,32,0
2025-02-17,P06,Power Bank 10000mAh,30,0
2025-02-18,P06,Power Bank 10000mAh,40,0
2025-02-19,P06,Power Bank 10000mAh,37,0
2025-02-20,P06,Power Bank 10000mAh,20,0
2025-02-21,P06,Power Bank 10000mAh,52,0
2025-02-22,P06,Power Bank 10000mAh,53,0
2025-02-23,P06,Power Bank 10000mAh,41,0
2025-02-24,P06,Power Bank 10000mAh,43,0
2025-02-25,P06,Power Bank 10000mAh,32,0
2025-02-26,P06,Power Bank 10000mAh,33,0
2025-02-27,P06,Power Bank 10000mAh,42,0
2025-02-28,P06,Power Bank 10000mAh,57,0
2025-03-01,P06,Power Bank 10000mAh,69,0
2025-03-02,P06,Power Bank 10000mAh,52,0
2025-03-03,P06,Power Bank 10000mAh,41,0
2025-03-04,P06,Power Bank 10000mAh,43,0
2025-03-05,P06,Power Bank 10000mAh,30,0
2025-03-06,P06,Power Bank 10000mAh,44,0
2025-03-07,P06,Power Bank 10000mAh,38,0
2025-03-08,P06,Power Bank 10000mAh,57,0
2025-03-09,P06,Power Bank 10000mAh,48,0
2025-03-10,P06,Power Bank 10000mAh,42,0
2025-03-11,P06,Power Bank 10000mAh,39,0
2025-03-12,P06,Power Bank 10000mAh,17,0
2025-03-13,P06,Power Bank 10000mAh,42,0
2025-03-14,P06,Power Bank 10000mAh,50,0
2025-03-15,P06,Power Bank 10000mAh,59,0
2025-03-16,P06,Power Bank 10000mAh,50,0
2025-03-17,P06,Power Bank 10000mAh,50,0
2025-03-18,P06,Power Bank 10000mAh,50,1
2025-03-19,P06,Power Bank 10000mAh,61,1
2025-03-20,P06,Power Bank 10000mAh,72,1
2025-03-21,P06,Power Bank 10000mAh,38,0
2025-03-22,P06,Power Bank 10000mAh,31,0
2025-03-23,P06,Power Bank 10000mAh,47,0
2025-03-24,P06,Power Bank 10000mAh,45,0
2025-03-25,P06,Power Bank 10000mAh,37,0
2025-03-26,P06,Power Bank 10000mAh,46,0
2025-03-27,P06,Power Bank 10000mAh,43,0
2025-03-28,P06,Power Bank 10000mAh,65,1
2025-03-29,P06,Power Bank 10000mAh,100,1
2025-03-30,P06,Power Bank 10000mAh,67,0
2025-03-31,P06,Power Bank 10000mAh,28,0
2025-04-01,P06,Power Bank 10000mAh,37,0
2025-04-02,P06,Power Bank 10000mAh,47,0
2025-04-03,P06,Power Bank 10000mAh,54,0
2025-04-04,P06,Power Bank 10000mAh,49,0
2025-04-05,P06,Power Bank 10000mAh,55,0
2025-04-06,P06,Power Bank 10000mAh,61,0
2025-04-07,P06,Power Bank 10000mAh,47,0
2025-04-08,P06,Power Bank 10000mAh,38,0
2025-04-09,P06,Power Bank 10000mAh,44,0
2025-04-10,P06,Power Bank 10000mAh,52,0
2025-04-11,P06,Power Bank 10000mAh,64,0
2025-04-12,P06,Power Bank 10000mAh,66,0
2025-04-13,P06,Power Bank 10000mAh,55,0
2025-04-14,P06,Power Bank 10000mAh,41,0
2025-04-15,P06,Power Bank 10000mAh,46,0
2025-04-16,P06,Power Bank 10000mAh,42,0
2025-04-17,P06,Power Bank 10000mAh,45,0
2025-04-18,P06,Power Bank 10000mAh,39,0
2025-04-19,P06,Power Bank 10000mAh,73,0
2025-04-20,P06,Power Bank 10000mAh,44,0
2025-04-21,P06,Power Bank 10000mAh,39,0
2025-04-22,P06,Power Bank 10000mAh,43,0
2025-04-23,P06,Power Bank 10000mAh,58,0
2025-04-24,P06,Power Bank 10000mAh,41,0
2025-04-25,P06,Power Bank 10000mAh,43,0
2025-04-26,P06,Power Bank 10000mAh,54,0
2025-04-27,P06,Power Bank 10000mAh,73,0
2025-04-28,P06,Power Bank 10000mAh,21,0
2025-04-29,P06,Power Bank 10000mAh,35,0
2025-04-30,P06,Power Bank 10000mAh,65,0
2025-05-01,P06,Power Bank 10000mAh,50,0
2025-05-02,P06,Power Bank 10000mAh,40,0
2025-05-03,P06,Power Bank 10000mAh,61,0
2025-05-04,P06,Power Bank 10000mAh,57,0
2025-05-05,P06,Power Bank 10000mAh,50,0
2025-05-06,P06,Power Bank 10000mAh,57,0
2025-05-07,P06,Power Bank 10000mAh,47,0
2025-05-08,P06,Power Bank 10000mAh,41,0
2025-05-09,P06,Power Bank 10000mAh,57,0
2025-05-10,P06,Power Bank 10000mAh,54,0
2025-05-11,P06,Power Bank 10000mAh,47,0
2025-05-12,P06,Power Bank 10000mAh,30,0
2025-05-13,P06,Power Bank 10000mAh,31,0
2025-05-14,P06,Power Bank 10000mAh,37,0
2025-05-15,P06,Power Bank 10000mAh,36,0
2025-05-16,P06,Power Bank 10000mAh,54,0
2025-05-17,P06,Power Bank 10000mAh,49,0
2025-05-18,P06,Power Bank 10000mAh,70,1
2025-05-19,P06,Power Bank 10000mAh,60,1
2025-05-20,P06,Power Bank 10000mAh,56,0
2025-05-21,P06,Power Bank 10000mAh,40,0
2025-05-22,P06,Power Bank 10000mAh,54,0
2025-05-23,P06,Power Bank 10000mAh,51,0
2025-05-24,P06,Power Bank 10000mAh,62,0
2025-05-25,P06,Power Bank 10000mAh,50,0
2025-05-26,P06,Power Bank 10000mAh,44,0
2025-05-27,P06,Power Bank 10000mAh,68,1
2025-05-28,P06,Power Bank 10000mAh,59,1
2025-05-29,P06,Power Bank 10000mAh,55,0
2025-05-30,P06,Power Bank 10000mAh,56,0
2025-05-31,P06,Power Bank 10000mAh,58,0
2025-06-01,P06,Power Bank 10000mAh,60,0
2025-06-02,P06,Power Bank 10000mAh,44,0
2025-06-03,P06,Power Bank 10000mAh,38,0
2025-06-04,P06,Power Bank 10000mAh,46,0
2025-06-05,P06,Power Bank 10000mAh,42,0
2025-06-06,P06,Power Bank 10000mAh,43,0
2025-06-07,P06,Power Bank 10000mAh,45,0
2025-06-08,P06,Power Bank 10000mAh,55,0
2025-06-09,P06,Power Bank 10000mAh,50,0
2025-06-10,P06,Power Bank 10000mAh,39,0
2025-06-11,P06,Power Bank 10000mAh,67,0
2025-06-12,P06,Power Bank 10000mAh,55,0
2025-06-13,P06,Power Bank 10000mAh,64,0
2025-06-14,P06,Power Bank 10000mAh,73,0
2025-06-15,P06,Power Bank 10000mAh,79,0
2025-06-16,P06,Power Bank 10000mAh,39,0
2025-06-17,P06,Power Bank 10000mAh,24,0
2025-06-18,P06,Power Bank 10000mAh,42,0
2025-06-19,P06,Power Bank 10000mAh,52,0
2025-06-20,P06,Power Bank 10000mAh,54,0
2025-06-21,P06,Power Bank 10000mAh,67,0
2025-06-22,P06,Power Bank 10000mAh,74,0
2025-06-23,P06,Power Bank 10000mAh,48,0
2025-06-24,P06,Power Bank 10000mAh,52,0
2025-06-25,P06,Power Bank 10000mAh,38,0
2025-06-26,P06,Power Bank 10000mAh,38,0
2025-06-27,P06,Power Bank 10000mAh,68,0
2025-06-28,P06,Power Bank 10000mAh,66,0
2025-06-29,P06,Power Bank 10000mAh,53,0
2025-06-30,P06,Power Bank 10000mAh,40,0
2025-07-01,P06,Power Bank 10000mAh,40,0
2025-07-02,P06,Power Bank 10000mAh,40,0
2025-07-03,P06,Power Bank 10000mAh,37,0
2025-07-04,P06,Power Bank 10000mAh,38,0
2025-07-05,P06,Power Bank 10000mAh,62,0
2025-07-06,P06,Power Bank 10000mAh,53,0
2025-07-07,P06,Power Bank 10000mAh,54,0
2025-07-08,P06,Power Bank 10000mAh,48,0
2025-07-09,P06,Power Bank 10000mAh,48,0
2025-07-10,P06,Power Bank 10000mAh,41,0
2025-07-11,P06,Power Bank 10000mAh,51,0
2025-07-12,P06,Power Bank 10000mAh,68,0
2025-07-13,P06,Power Bank 10000mAh,67,0
2025-07-14,P06,Power Bank 10000mAh,44,0
2025-07-15,P06,Power Bank 10000mAh,54,0
2025-07-16,P06,Power Bank 10000mAh,46,0
2025-07-17,P06,Power Bank 10000mAh,54,0
2025-07-18,P06,Power Bank 10000mAh,48,0
2025-07-19,P06,Power Bank 10000mAh,43,0
2025-07-20,P06,Power Bank 10000mAh,62,0
2025-07-21,P06,Power Bank 10000mAh,78,1
2025-07-22,P06,Power Bank 10000mAh,62,1
2025-07-23,P06,Power Bank 10000mAh,39,0
2025-07-24,P06,Power Bank 10000mAh,52,0
2025-07-25,P06,Power Bank 10000mAh,56,0
2025-07-26,P06,Power Bank 10000mAh,57,0
2025-07-27,P06,Power Bank 10000mAh,71,0
2025-07-28,P06,Power Bank 10000mAh,38,0
2025-07-29,P06,Power Bank 10000mAh,40,0
2025-07-30,P06,Power Bank 10000mAh,59,0
2025-07-31,P06,Power Bank 10000mAh,54,0
2025-08-01,P06,Power Bank 10000mAh,48,0
2025-08-02,P06,Power Bank 10000mAh,67,0
2025-08-03,P06,Power Bank 10000mAh,60,0
2025-08-04,P06,Power Bank 10000mAh,23,0
2025-08-05,P06,Power Bank 10000mAh,37,0
2025-08-06,P06,Power Bank 10000mAh,45,0
2025-08-07,P06,Power Bank 10000mAh,44,0
2025-08-08,P06,Power Bank 10000mAh,54,0
2025-08-09,P06,Power Bank 10000mAh,76,0
2025-08-10,P06,Power Bank 10000mAh,55,0
2025-08-11,P06,Power Bank 10000mAh,36,0
2025-08-12,P06,Power Bank 10000mAh,47,0
2025-08-13,P06,Power Bank 10000mAh,42,0
2025-08-14,P06,Power Bank 10000mAh,45,0
2025-08-15,P06,Power Bank 10000mAh,48,0
2025-08-16,P06,Power Bank 10000mAh,88,0
2025-08-17,P06,Power Bank 10000mAh,34,0
2025-08-18,P06,Power Bank 10000mAh,41,0
2025-08-19,P06,Power Bank 10000mAh,44,0
2025-08-20,P06,Power Bank 10000mAh,38,0
2025-08-21,P06,Power Bank 10000mAh,53,0
2025-08-22,P06,Power Bank 10000mAh,58,0
2025-08-23,P06,Power Bank 10000mAh,61,0
2025-08-24,P06,Power Bank 10000mAh,54,0
2025-08-25,P06,Power Bank 10000mAh,42,0
2025-08-26,P06,Power Bank 10000mAh,42,0
2025-08-27,P06,Power Bank 10000mAh,44,0
2025-08-28,P06,Power Bank 10000mAh,44,0
2025-08-29,P06,Power Bank 10000mAh,52,0
2025-08-30,P06,Power Bank 10000mAh,69,0
2025-08-31,P06,Power Bank 10000mAh,44,0
2025-09-01,P06,Power Bank 10000mAh,35,0
2025-09-02,P06,Power Bank 10000mAh,29,0
2025-09-03,P06,Power Bank 10000mAh,50,0
2025-09-04,P06,Power Bank 10000mAh,47,0
2025-09-05,P06,Power Bank 10000mAh,54,0
2025-09-06,P06,Power Bank 10000mAh,45,0
2025-09-07,P06,Power Bank 10000mAh,74,0
2025-09-08,P06,Power Bank 10000mAh,38,0
2025-09-09,P06,Power Bank 10000mAh,44,0
2025-09-10,P06,Power Bank 10000mAh,50,0
2025-09-11,P06,Power Bank 10000mAh,37,0
2025-09-12,P06,Power Bank 10000mAh,44,0
2025-09-13,P06,Power Bank 10000mAh,62,0
2025-09-14,P06,Power Bank 10000mAh,84,0
2025-09-15,P06,Power Bank 10000mAh,44,0
2025-09-16,P06,Power Bank 10000mAh,54,0
2025-09-17,P06,Power Bank 10000mAh,52,0
2025-09-18,P06,Power Bank 10000mAh,47,0
2025-09-19,P06,Power Bank 10000mAh,94,1
2025-09-20,P06,Power Bank 10000mAh,102,1
2025-09-21,P06,Power Bank 10000mAh,42,1
2025-09-22,P06,Power Bank 10000mAh,65,1
2025-09-23,P06,Power Bank 10000mAh,40,0
2025-09-24,P06,Power Bank 10000mAh,48,0
2025-09-25,P06,Power Bank 10000mAh,37,0
2025-09-26,P06,Power Bank 10000mAh,36,0
2025-09-27,P06,Power Bank 10000mAh,58,0
2025-09-28,P06,Power Bank 10000mAh,54,0
2025-09-29,P06,Power Bank 10000mAh,38,0
2025-09-30,P06,Power Bank 10000mAh,50,0
2025-10-01,P06,Power Bank 10000mAh,51,0
2025-10-02,P06,Power Bank 10000mAh,66,0
2025-10-03,P06,Power Bank 10000mAh,69,0
2025-10-04,P06,Power Bank 10000mAh,60,0
2025-10-05,P06,Power Bank 10000mAh,59,0
2025-10-06,P06,Power Bank 10000mAh,59,0
2025-10-07,P06,Power Bank 10000mAh,79,0
2025-10-08,P06,Power Bank 10000mAh,66,0
2025-10-09,P06,Power Bank 10000mAh,42,0
2025-10-10,P06,Power Bank 10000mAh,30,0
2025-10-11,P06,Power Bank 10000mAh,93,0
2025-10-12,P06,Power Bank 10000mAh,75,0
2025-10-13,P06,Power Bank 10000mAh,70,0
2025-10-14,P06,Power Bank 10000mAh,49,0
2025-10-15,P06,Power Bank 10000mAh,63,0
2025-10-16,P06,Power Bank 10000mAh,70,0
2025-10-17,P06,Power Bank 10000mAh,61,0
2025-10-18,P06,Power Bank 10000mAh,75,0
2025-10-19,P06,Power Bank 10000mAh,76,0
2025-10-20,P06,Power Bank 10000mAh,63,0
2025-10-21,P06,Power Bank 10000mAh,57,0
2025-10-22,P06,Power Bank 10000mAh,68,0
2025-10-23,P06,Power Bank 10000mAh,55,0
2025-10-24,P06,Power Bank 10000mAh,50,0
2025-10-25,P06,Power Bank 10000mAh,109,0
2025-10-26,P06,Power Bank 10000mAh,67,0
2025-10-27,P06,Power Bank 10000mAh,51,0
2025-10-28,P06,Power Bank 10000mAh,56,0
2025-10-29,P06,Power Bank 10000mAh,58,0
2025-10-30,P06,Power Bank 10000mAh,55,0
2025-10-31,P06,Power Bank 10000mAh,65,0
2025-11-01,P06,Power Bank 10000mAh,79,0
2025-11-02,P06,Power Bank 10000mAh,76,0
2025-11-03,P06,Power Bank 10000mAh,32,0
2025-11-04,P06,Power Bank 10000mAh,75,0
2025-11-05,P06,Power Bank 10000mAh,56,0
2025-11-06,P06,Power Bank 10000mAh,65,0
2025-11-07,P06,Power Bank 10000mAh,49,0
2025-11-08,P06,Power Bank 10000mAh,92,1
2025-11-09,P06,Power Bank 10000mAh,111,1
2025-11-10,P06,Power Bank 10000mAh,80,1
2025-11-11,P06,Power Bank 10000mAh,86,1
2025-11-12,P06,Power Bank 10000mAh,70,0
2025-11-13,P06,Power Bank 10000mAh,38,0
2025-11-14,P06,Power Bank 10000mAh,66,1
2025-11-15,P06,Power Bank 10000mAh,114,1
2025-11-16,P06,Power Bank 10000mAh,88,1
2025-11-17,P06,Power Bank 10000mAh,63,1
2025-11-18,P06,Power Bank 10000mAh,67,0
2025-11-19,P06,Power Bank 10000mAh,60,0
2025-11-20,P06,Power Bank 10000mAh,60,0
2025-11-21,P06,Power Bank 10000mAh,52,0
2025-11-22,P06,Power Bank 10000mAh,57,0
2025-11-23,P06,Power Bank 10000mAh,57,0
2025-11-24,P06,Power Bank 10000mAh,54,0
2025-11-25,P06,Power Bank 10000mAh,63,0
2025-11-26,P06,Power Bank 10000mAh,65,0
2025-11-27,P06,Power Bank 10000mAh,64,0
2025-11-28,P06,Power Bank 10000mAh,55,0
2025-11-29,P06,Power Bank 10000mAh,78,0
2025-11-30,P06,Power Bank 10000mAh,68,0
2025-12-01,P06,Power Bank 10000mAh,47,0
2025-12-02,P06,Power Bank 10000mAh,67,0
2025-12-03,P06,Power Bank 10000mAh,34,0
2025-12-04,P06,Power Bank 10000mAh,49,0
2025-12-05,P06,Power Bank 10000mAh,69,0
2025-12-06,P06,Power Bank 10000mAh,51,0
2025-12-07,P06,Power Bank 10000mAh,57,0
2025-12-08,P06,Power Bank 10000mAh,44,0
2025-12-09,P06,Power Bank 10000mAh,47,0
2025-12-10,P06,Power Bank 10000mAh,36,0
2025-12-11,P06,Power Bank 10000mAh,57,0
2025-12-12,P06,Power Bank 10000mAh,84,1
2025-12-13,P06,Power Bank 10000mAh,101,1
2025-12-14,P06,Power Bank 10000mAh,83,1
2025-12-15,P06,Power Bank 10000mAh,67,1
2025-12-16,P06,Power Bank 10000mAh,83,1
2025-12-17,P06,Power Bank 10000mAh,38,0
2025-12-18,P06,Power Bank 10000mAh,40,0
2025-12-19,P06,Power Bank 10000mAh,46,0
2025-12-20,P06,Power Bank 10000mAh,64,0
2025-12-21,P06,Power Bank 10000mAh,75,0
2025-12-22,P06,Power Bank 10000mAh,54,0
2025-12-23,P06,Power Bank 10000mAh,54,0
2025-12-24,P06,Power Bank 10000mAh,40,0
2025-12-25,P06,Power Bank 10000mAh,47,0
2025-12-26,P06,Power Bank 10000mAh,46,0
2025-12-27,P06,Power Bank 10000mAh,48,0
2025-12-28,P06,Power Bank 10000mAh,47,0
2025-12-29,P06,Power Bank 10000mAh,41,0
2025-12-30,P06,Power Bank 10000mAh,35,0
2024-01-01,P07,Mechanical Keyboard,15,0
2024-01-02,P07,Mechanical Keyboard,12,0
2024-01-03,P07,Mechanical Keyboard,7,0
2024-01-04,P07,Mechanical Keyboard,12,0
2024-01-05,P07,Mechanical Keyboard,14,0
2024-01-06,P07,Mechanical Keyboard,17,0
2024-01-07,P07,Mechanical Keyboard,12,0
2024-01-08,P07,Mechanical Keyboard,12,0
2024-01-09,P07,Mechanical Keyboard,11,0
2024-01-10,P07,Mechanical Keyboard,7,0
2024-01-11,P07,Mechanical Keyboard,7,0
2024-01-12,P07,Mechanical Keyboard,15,0
2024-01-13,P07,Mechanical Keyboard,18,0
2024-01-14,P07,Mechanical Keyboard,14,0
2024-01-15,P07,Mechanical Keyboard,14,0
2024-01-16,P07,Mechanical Keyboard,13,0
2024-01-17,P07,Mechanical Keyboard,12,0
2024-01-18,P07,Mechanical Keyboard,9,0
2024-01-19,P07,Mechanical Keyboard,16,0
2024-01-20,P07,Mechanical Keyboard,16,0
2024-01-21,P07,Mechanical Keyboard,12,0
2024-01-22,P07,Mechanical Keyboard,9,0
2024-01-23,P07,Mechanical Keyboard,11,0
2024-01-24,P07,Mechanical Keyboard,7,0
2024-01-25,P07,Mechanical Keyboard,13,0
2024-01-26,P07,Mechanical Keyboard,9,0
2024-01-27,P07,Mechanical Keyboard,16,0
2024-01-28,P07,Mechanical Keyboard,12,0
2024-01-29,P07,Mechanical Keyboard,10,0
2024-01-30,P07,Mechanical Keyboard,9,0
2024-01-31,P07,Mechanical Keyboard,10,0
2024-02-01,P07,Mechanical Keyboard,16,0
2024-02-02,P07,Mechanical Keyboard,16,0
2024-02-03,P07,Mechanical Keyboard,16,0
2024-02-04,P07,Mechanical Keyboard,14,0
2024-02-05,P07,Mechanical Keyboard,12,0
2024-02-06,P07,Mechanical Keyboard,13,0
2024-02-07,P07,Mechanical Keyboard,9,0
2024-02-08,P07,Mechanical Keyboard,11,0
2024-02-09,P07,Mechanical Keyboard,7,0
2024-02-10,P07,Mechanical Keyboard,19,0
2024-02-11,P07,Mechanical Keyboard,20,0
2024-02-12,P07,Mechanical Keyboard,11,0
2024-02-13,P07,Mechanical Keyboard,6,0
2024-02-14,P07,Mechanical Keyboard,12,0
2024-02-15,P07,Mechanical Keyboard,9,0
2024-02-16,P07,Mechanical Keyboard,22,1
2024-02-17,P07,Mechanical Keyboard,18,1
2024-02-18,P07,Mechanical Keyboard,21,1
2024-02-19,P07,Mechanical Keyboard,10,0
2024-02-20,P07,Mechanical Keyboard,8,0
2024-02-21,P07,Mechanical Keyboard,10,0
2024-02-22,P07,Mechanical Keyboard,12,0
2024-02-23,P07,Mechanical Keyboard,12,0
2024-02-24,P07,Mechanical Keyboard,11,0
2024-02-25,P07,Mechanical Keyboard,8,1
2024-02-26,P07,Mechanical Keyboard,14,1
2024-02-27,P07,Mechanical Keyboard,11,0
2024-02-28,P07,Mechanical Keyboard,13,0
2024-02-29,P07,Mechanical Keyboard,15,0
2024-03-01,P07,Mechanical Keyboard,11,0
2024-03-02,P07,Mechanical Keyboard,18,0
2024-03-03,P07,Mechanical Keyboard,15,0
2024-03-04,P07,Mechanical Keyboard,7,0
2024-03-05,P07,Mechanical Keyboard,16,0
2024-03-06,P07,Mechanical Keyboard,8,0
2024-03-07,P07,Mechanical Keyboard,13,0
2024-03-08,P07,Mechanical Keyboard,14,0
2024-03-09,P07,Mechanical Keyboard,17,0
2024-03-10,P07,Mechanical Keyboard,13,0
2024-03-11,P07,Mechanical Keyboard,13,0
2024-03-12,P07,Mechanical Keyboard,7,0
2024-03-13,P07,Mechanical Keyboard,11,0
2024-03-14,P07,Mechanical Keyboard,11,0
2024-03-15,P07,Mechanical Keyboard,11,0
2024-03-16,P07,Mechanical Keyboard,18,0
2024-03-17,P07,Mechanical Keyboard,19,0
2024-03-18,P07,Mechanical Keyboard,11,0
2024-03-19,P07,Mechanical Keyboard,14,0
2024-03-20,P07,Mechanical Keyboard,12,0
2024-03-21,P07,Mechanical Keyboard,10,0
2024-03-22,P07,Mechanical Keyboard,13,0
2024-03-23,P07,Mechanical Keyboard,15,0
2024-03-24,P07,Mechanical Keyboard,13,0
2024-03-25,P07,Mechanical Keyboard,13,0
2024-03-26,P07,Mechanical Keyboard,12,0
2024-03-27,P07,Mechanical Keyboard,8,0
2024-03-28,P07,Mechanical Keyboard,8,0
2024-03-29,P07,Mechanical Keyboard,15,0
2024-03-30,P07,Mechanical Keyboard,14,0
2024-03-31,P07,Mechanical Keyboard,17,0
2024-04-01,P07,Mechanical Keyboard,14,0
2024-04-02,P07,Mechanical Keyboard,9,0
2024-04-03,P07,Mechanical Keyboard,8,0
2024-04-04,P07,Mechanical Keyboard,17,0
2024-04-05,P07,Mechanical Keyboard,15,0
2024-04-06,P07,Mechanical Keyboard,16,0
2024-04-07,P07,Mechanical Keyboard,13,0
2024-04-08,P07,Mechanical Keyboard,11,0
2024-04-09,P07,Mechanical Keyboard,9,0
2024-04-10,P07,Mechanical Keyboard,15,0
2024-04-11,P07,Mechanical Keyboard,11,0
2024-04-12,P07,Mechanical Keyboard,17,0
2024-04-13,P07,Mechanical Keyboard,16,0
2024-04-14,P07,Mechanical Keyboard,12,0
2024-04-15,P07,Mechanical Keyboard,11,0
2024-04-16,P07,Mechanical Keyboard,5,0
2024-04-17,P07,Mechanical Keyboard,12,0
2024-04-18,P07,Mechanical Keyboard,12,0
2024-04-19,P07,Mechanical Keyboard,17,0
2024-04-20,P07,Mechanical Keyboard,10,0
2024-04-21,P07,Mechanical Keyboard,20,0
2024-04-22,P07,Mechanical Keyboard,15,0
2024-04-23,P07,Mechanical Keyboard,16,0
2024-04-24,P07,Mechanical Keyboard,13,0
2024-04-25,P07,Mechanical Keyboard,16,0
2024-04-26,P07,Mechanical Keyboard,10,0
2024-04-27,P07,Mechanical Keyboard,21,0
2024-04-28,P07,Mechanical Keyboard,14,0
2024-04-29,P07,Mechanical Keyboard,8,0
2024-04-30,P07,Mechanical Keyboard,9,0
2024-05-01,P07,Mechanical Keyboard,13,0
2024-05-02,P07,Mechanical Keyboard,11,0
2024-05-03,P07,Mechanical Keyboard,16,0
2024-05-04,P07,Mechanical Keyboard,11,0
2024-05-05,P07,Mechanical Keyboard,9,0
2024-05-06,P07,Mechanical Keyboard,17,0
2024-05-07,P07,Mechanical Keyboard,15,0
2024-05-08,P07,Mechanical Keyboard,10,0
2024-05-09,P07,Mechanical Keyboard,13,0
2024-05-10,P07,Mechanical Keyboard,18,0
2024-05-11,P07,Mechanical Keyboard,20,0
2024-05-12,P07,Mechanical Keyboard,17,0
2024-05-13,P07,Mechanical Keyboard,16,0
2024-05-14,P07,Mechanical Keyboard,11,0
2024-05-15,P07,Mechanical Keyboard,13,0
2024-05-16,P07,Mechanical Keyboard,14,0
2024-05-17,P07,Mechanical Keyboard,14,0
2024-05-18,P07,Mechanical Keyboard,17,0
2024-05-19,P07,Mechanical Keyboard,17,0
2024-05-20,P07,Mechanical Keyboard,13,0
2024-05-21,P07,Mechanical Keyboard,10,0
2024-05-22,P07,Mechanical Keyboard,14,1
2024-05-23,P07,Mechanical Keyboard,17,1
2024-05-24,P07,Mechanical Keyboard,13,1
2024-05-25,P07,Mechanical Keyboard,24,1
2024-05-26,P07,Mechanical Keyboard,21,1
2024-05-27,P07,Mechanical Keyboard,31,1
2024-05-28,P07,Mechanical Keyboard,12,0
2024-05-29,P07,Mechanical Keyboard,17,0
2024-05-30,P07,Mechanical Keyboard,14,0
2024-05-31,P07,Mechanical Keyboard,17,0
2024-06-01,P07,Mechanical Keyboard,19,0
2024-06-02,P07,Mechanical Keyboard,20,0
2024-06-03,P07,Mechanical Keyboard,11,0
2024-06-04,P07,Mechanical Keyboard,10,0
2024-06-05,P07,Mechanical Keyboard,12,0
2024-06-06,P07,Mechanical Keyboard,14,0
2024-06-07,P07,Mechanical Keyboard,14,0
2024-06-08,P07,Mechanical Keyboard,22,0
2024-06-09,P07,Mechanical Keyboard,22,0
2024-06-10,P07,Mechanical Keyboard,10,0
2024-06-11,P07,Mechanical Keyboard,11,0
2024-06-12,P07,Mechanical Keyboard,9,0
2024-06-13,P07,Mechanical Keyboard,20,0
2024-06-14,P07,Mechanical Keyboard,16,0
2024-06-15,P07,Mechanical Keyboard,21,0
2024-06-16,P07,Mechanical Keyboard,26,1
2024-06-17,P07,Mechanical Keyboard,16,1
2024-06-18,P07,Mechanical Keyboard,27,1
2024-06-19,P07,Mechanical Keyboard,16,1
2024-06-20,P07,Mechanical Keyboard,11,0
2024-06-21,P07,Mechanical Keyboard,21,0
2024-06-22,P07,Mechanical Keyboard,23,0
2024-06-23,P07,Mechanical Keyboard,17,0
2024-06-24,P07,Mechanical Keyboard,13,0
2024-06-25,P07,Mechanical Keyboard,11,0
2024-06-26,P07,Mechanical Keyboard,16,0
2024-06-27,P07,Mechanical Keyboard,13,0
2024-06-28,P07,Mechanical Keyboard,14,0
2024-06-29,P07,Mechanical Keyboard,21,0
2024-06-30,P07,Mechanical Keyboard,17,0
2024-07-01,P07,Mechanical Keyboard,13,0
2024-07-02,P07,Mechanical Keyboard,13,0
2024-07-03,P07,Mechanical Keyboard,16,0
2024-07-04,P07,Mechanical Keyboard,19,0
2024-07-05,P07,Mechanical Keyboard,17,0
2024-07-06,P07,Mechanical Keyboard,22,0
2024-07-07,P07,Mechanical Keyboard,17,0
2024-07-08,P07,Mechanical Keyboard,11,0
2024-07-09,P07,Mechanical Keyboard,15,0
2024-07-10,P07,Mechanical Keyboard,14,0
2024-07-11,P07,Mechanical Keyboard,10,0
2024-07-12,P07,Mechanical Keyboard,14,0
2024-07-13,P07,Mechanical Keyboard,18,0
2024-07-14,P07,Mechanical Keyboard,15,0
2024-07-15,P07,Mechanical Keyboard,17,0
2024-07-16,P07,Mechanical Keyboard,15,0
2024-07-17,P07,Mechanical Keyboard,17,0
2024-07-18,P07,Mechanical Keyboard,15,0
2024-07-19,P07,Mechanical Keyboard,15,0
2024-07-20,P07,Mechanical Keyboard,15,0
2024-07-21,P07,Mechanical Keyboard,17,0
2024-07-22,P07,Mechanical Keyboard,13,0
2024-07-23,P07,Mechanical Keyboard,9,0
2024-07-24,P07,Mechanical Keyboard,12,0
2024-07-25,P07,Mechanical Keyboard,13,0
2024-07-26,P07,Mechanical Keyboard,16,0
2024-07-27,P07,Mechanical Keyboard,20,0
2024-07-28,P07,Mechanical Keyboard,15,0
2024-07-29,P07,Mechanical Keyboard,14,0
2024-07-30,P07,Mechanical Keyboard,8,1
2024-07-31,P07,Mechanical Keyboard,22,1
2024-08-01,P07,Mechanical Keyboard,9,0
2024-08-02,P07,Mechanical Keyboard,15,0
